name,link,cost for 2,cuisines,ratings,reviews,address,lat,lon
"sessions hard rock hotel Restaurant, Calangute",https://www.zomato.com/goa/sessions-hard-rock-hotel-calangute,"2,000","European, Continental, North Indian, Asian, Goan",3.9,38," 370/14, Hard Rock Hotel, Porba Vaddo, Calangute, Goa",15.4984633177,73.7723548338
"all day dining Restaurant, Vagator",https://www.zomato.com/goa/all-day-dining-vagator,"1,100","Chinese, Continental, North Indian, Arabian",-,," Living Room Hotels, Vagator Beach Road, Vagator, Goa",15.3967241638,73.8113112375
"shantie shakthi Restaurant, Vagator",https://www.zomato.com/goa/shantie-shakthi-2-vagator,600,"BBQ, Cuisine Varies",3.4,11," Near Mango Tree, Coutinho Vaddo, Vagator, Goa",15.5984347549,73.7401160225
"davides pizzeria Restaurant, Candolim",https://www.zomato.com/goa/davides-pizzeria-candolim,"1,200","Italian, Pizza",4.2,63," Ford Aguada Road, Sinqueri, Candolim, Goa",15.5804962964,73.7381358817
"house candy Restaurant, Vasco",https://www.zomato.com/goa/house-of-candy-vasco,250,Desserts,-,," 1930, Ground Floor, Vasco Da Gama, Mormugao, Vasco, Goa",15.5458863786,73.7661176920
"simons place Restaurant, Calangute",https://www.zomato.com/goa/simons-place-calangute,500,"North Indian, Chinese, Continental, Goan, Seafood",-,," Calangute Beach, Calangute, Goa",15.4594659038,73.8099855557
"amarela Restaurant, Cavelossim",https://www.zomato.com/goa/amarela-cavelossim,800,"Goan, Seafood",4.0,30," 783, Assolna, Fairy point, Cavelossim, Goa",15.3132411899,73.9926198497
"snows bakery Restaurant, Margao",https://www.zomato.com/goa/snows-bakery-1-margao,200,Bakery,-,," Snowgan Rodrigues, Sonarwaddo Road, Raia, Near Margao, Goa",15.1815930738,73.9658742025
"joecons beach shack Restaurant, Benaulim",https://www.zomato.com/goa/joecons-beach-shack-benaulim,800,"Goan, Seafood, North Indian, Chinese",3.8,60," Calvaddo Beach, Benaulim, Goa",15.3587270074,73.9270361513
"aroma restuarant Restaurant, Margao",https://www.zomato.com/goa/aroma-restuarant-margao,200,"South Indian, North Indian",NEW,," Shop 10, Kurtarkar Landmark, Near Jana Bank, Gogal, Margao, Goa",15.0120984336,74.0246548131
"route 66 Restaurant, Panaji",https://www.zomato.com/goa/route-66-panaji,"1,250","Italian, Burger, BBQ, American",4.3,849," 4/232, Ward 4, Rua De Querem, Panaji, Goa",15.2823170464,73.9797043428
"taste goa Restaurant, Ponda",https://www.zomato.com/goa/taste-of-goa-ponda,400,Goan,-,," 8/211/16(1)(2), Tisk South, Ponda, Goa",15.3946056167,74.0021038055
"mammas corner Restaurant, Penha de Franca",https://www.zomato.com/goa/mammas-corner-penha-de-franca,400,North Indian,3.3,8," 603, Shop 2, 3rd Floor, Commercial Building, Mall De Goa, Nova Cidade Complex, Pilerne-Goa, Bardez, North Goa, Goa",15.4639480000,73.8047070000
"lua restaurant bar Restaurant, Panaji",https://www.zomato.com/goa/a-lua-restaurant-bar-panaji,"1,200","Goan, Chinese, Continental",3.3,6," 115, Bhutteem Bhatt, Panjim Road, Merces, Near Kadamba Transport Corporation Bus Stand, Panaji, Goa",15.5257586160,73.8273676112
"sai kripa Restaurant, Calangute",https://www.zomato.com/goa/sai-kripa-calangute,450,"North Indian, South Indian, Chinese",3.3,16," Shop 2/261A, Ground Floor, Naika Vaddo, Calangute, Goa",15.4842690738,73.8091681525
"swimsea beach resort schandis restaurant Restaurant, Panaji",https://www.zomato.com/goa/swimsea-beach-resort-schandis-restaurant-panaji,"1,500","Kebab, Continental, Iranian",NEW,," Swimsea Beach Resort, Dr Jack de Sequeira Road, Caranzalem Beach, Miramar Dona Paula Beach, Stretch, Panaji, Goa",15.2949601374,73.9240934327
"shiv sai Restaurant, Palolem",https://www.zomato.com/goa/shiv-sai-palolem,400,"North Indian, Beverages",3.1,4," Palolem Beach Road, Palolem, Goa",15.6211695551,73.7349993736
"us pizza Restaurant, Margao",https://www.zomato.com/goa/u-s-pizza-margao,500,Pizza,3.7,61," Shop 1, Ground Floor, Osia Commercial Archid, Inox A - Wing, Margao, Goa",15.5446905905,73.7650910765
"shau chinese fast food restaurant  Restaurant, Margao",https://www.zomato.com/goa/shau-chinese-fast-food-restaurant-margao,300,"Chinese, Fast Food",NEW,," Neucon, Verna, Margao, Goa",15.3761451572,73.8817943260
"edem garden Restaurant, Morjim",https://www.zomato.com/goa/edem-garden-morjim,700,"North Indian, Seafood, Continental",3.1,6," Turtle Beach, Morjim Beach, Goa",15.2456881109,73.9227875322
"le bistro Restaurant, Betalbatim",https://www.zomato.com/goa/le-bistro-betalbatim,800,"Chinese, North Indian, South Indian",-,," 79, Jasminn Hotel, Nag Vaddo, Betalbatim, Goa",15.2859619622,73.9570121840
"m/s hotel priti Restaurant, Vasco",https://www.zomato.com/goa/m-s-hotel-priti-vasco,400,"North Indian, Chinese, South Indian",-,," House 383, Zuarinagar, Sancoale, Mormugao, Vasco, Goa",15.4978168243,73.8323015347
"goan mansion Restaurant, Panaji",https://www.zomato.com/goa/goan-mansion-2-panaji,900,"North Indian, Goan, Seafood",-,," Near Indian Petrol Pump, Caranzalem, Panaji, Goa",15.4646216276,73.8065050542
"canacona lalit Restaurant, Palolem",https://www.zomato.com/CanconaGoa,"3,000","Italian, Portuguese, Goan, North Indian, Continental, Asian",3.7,92," The Lalit Golf & Spa Resort, NH 66, Palolem, Goa",15.5113549638,73.7737639993
"om saibhoj pure veg restaurant  Restaurant, Candolim",https://www.zomato.com/goa/om-saibhoj-pure-veg-restaurant-candolim,600,"North Indian, Chinese",-,," Souza Waddo Fort, Aguda Road, Candolim, Goa",15.5074293695,73.7701309472
"aquatico Restaurant, Candolim",https://www.zomato.com/goa/aquatico-candolim,700,"Goan, North Indian, Chinese",3.5,12," 315 A/G1-G5 & 315 B/G1-G2, Bamon Vaddo, Candolim, Goa",15.5306413376,73.8229919225
"casino motels restaurant Restaurant, Penha de Franca",https://www.zomato.com/goa/casino-motels-restaurant-penha-de-franca,400,"Goan, North Indian",3.5,29," Chogm Road, Alto Porvorim, Bardez, Penha de Franca, Goa",14.9970445013,74.0343597159
"mog cake studio+ all things good Restaurant, Margao",https://www.zomato.com/goa/mog-cake-studio-all-things-good-1-margao,400,Bakery,3.8,46," Shop 3 & 4, Colaco Residency, Opposite Vibes Music House, Margao, Goa",15.2767053046,73.9566021413
"temptation Restaurant, Vasco",https://www.zomato.com/goa/the-temptation-vasco,200,"Cafe, Desserts",3.7,237," Near Vasco Railway Station, Vasco, Goa",15.3970454673,73.8113065436
"dine n divine Restaurant, Baga",https://www.zomato.com/goa/dine-n-divine-baga,400,"Fast Food, Chinese",-,," Arpora Road, River Side, Arpora, Baga, Goa",15.2831472648,73.9668237045
"sanjivani fast food Restaurant, Margao",https://www.zomato.com/goa/sanjivani-fast-food-margao,400,"Fast Food, Chinese, North Indian",3.0,18," Shop A 2, 4/3048/, Ground Floor, Suman Residency, Block A, Borda, Salcete, Margao, Goa",15.2642102227,73.9783357456
"vrundavan Restaurant, Calangute",https://www.zomato.com/goa/vrundavan-calangute,700,"North Indian, Chinese, Goan, Seafood",2.7,18," Calangute Beach, Main Road, Calangute, Goa",15.5687513398,73.7536008284
"fish ka Restaurant, Majorda",https://www.zomato.com/goa/fish-ka-majorda,800,Goan,3.2,21," Opposite Alila Diva, Majorda, Goa",15.6302006476,73.7361768633
"aruna restaurant Restaurant, Margao",https://www.zomato.com/goa/aruna-restaurant-margao,400,"Goan, North Indian",NEW,," Ground Floor, Aquem Baixo, Near Rawanford Bridge, Margao, Goa",15.4053220000,73.9972270000
"green apple Restaurant, Morjim",https://www.zomato.com/goa/green-apple-morjim,700,"Fast Food, North Indian, Chinese",3.0,5," Madalvada, Morjim, Goa",15.6371178657,73.7259713933
"tanvi family restaurant Restaurant, Ponda",https://www.zomato.com/goa/tanvi-family-restaurant-ponda,450,"Maharashtrian, Chinese, Goan, Mughlai",NEW,," H 350, Opposite New KTC Bus Stand, Housing Board Colony, Bandora Road, Ponda, Goa",15.3064615731,73.9121904597
"la fontana guest house restaurant Restaurant, Calangute",https://www.zomato.com/goa/la-fontana-guest-house-and-restaurant-calangute,700,"Chinese, French, Italian, Continental, North Indian",-,," Near Tito's, Calangute, Goa",0.0000000000,0.0000000000
"morjim resort Restaurant, Morjim",https://www.zomato.com/goa/morjim-resort-morjim,900,"American, Italian, Fast Food",-,," Ashwem Beach, Morjim, Goa",15.5456056824,73.7585806847
"toast Restaurant, Ashwem",https://www.zomato.com/goa/toast-ashwem,"1,700","Asian, North Indian, European, Beverages",NEW,," The Acacia Morjim, Morjim - Ashwem Road, Ashwem, Goa",15.5943726049,73.7443780527
"citrus cafe Restaurant, Candolim",https://www.zomato.com/goa/citrus-cafe-1-candolim,950,"Cafe, Continental",-,," Lemontree Amarante Beach, Bardez, Candolim, Goa",15.2897115992,74.0178909525
"flavours Restaurant, Candolim",https://www.zomato.com/goa/flavours-candolim,900,"North Indian, Chinese, Continental, Beverages, Desserts",-,," Sonesta Inns, Anna Vaddo, Candolim, Candolim, Goa",15.6386630000,73.7241080000
"pescador fern beira mar resort Restaurant, Benaulim",https://www.zomato.com/goa/pescador-fern-beira-mar-resort-benaulim,900,"North Indian, Goan, Continental",3.2,8," The Fern Beira Mar Resort, Goa Vasvaddo, Benaulim, Salcette, Goa",15.4853152912,73.8111322001
"wow momo Restaurant, Vasco",https://www.zomato.com/goa/wow-momo-vasco,500,"Momos, Fast Food, Desserts, Beverages",3.3,8," 2nd Floor, Food Court Departure, Airport Road Dabolim, Vasco, Goa",15.2549914211,73.9654165506
"annapurna fast food Restaurant, Vagator",https://www.zomato.com/goa/annapurna-fast-food-vagator,450,Chinese,-,," Dewal Waddo, Anjuna Road, Vagator, Goa",0.0000000000,0.0000000000
"ibaco Restaurant, Panaji",https://www.zomato.com/goa/ibaco-4-panaji,300,"Desserts, Ice Cream",3.8,53," Shop AG 1, New Horizon, Saint Marry Colony, DP Road Miramar, Panjim, Goa",15.3177550996,73.9035537466
"waterfalls cafe zuri white sands resort Restaurant, Benaulim",https://www.zomato.com/goa/waterfalls-cafe-the-zuri-white-sands-resort-benaulim,"2,000","Cafe, Continental",3.6,60," The Zuri White Sands Resort, Pedda, Varca, Benaulim, Goa",15.3799662352,73.8777579367
"spicy family restaurant bar Restaurant, Margao",https://www.zomato.com/goa/spicy-family-restaurant-bar-margao,"1,300","Goan, North Indian, Asian",4.1,325," Near Hari Madir, Margao, Goa",15.6902083772,73.7021064386
"seahawk kenilworth resort Restaurant, Majorda",https://www.zomato.com/goa/seahawk-kenilworth-resort-majorda,"2,000","Goan, Portuguese, Seafood",-,," Kenilworth Resort, Utorda, Majorda, Goa",15.2699002477,73.9614690095
"feed more Restaurant, Benaulim",https://www.zomato.com/goa/feed-more-benaulim,500,"Goan, North Indian, Chinese",3.6,17," Varca Benaulim Junction, Benaulim Salcete, Benaulim, Goa",15.2628258595,73.9622528851
"sri sai punjabi rasoi Restaurant, Baga",https://www.zomato.com/goa/sri-sai-punjabi-rasoi-baga,400,"North Indian, Seafood, South Indian, Chinese",-,," Opposite MN Resort, Near Arpura Bridge, Baga, Goa",15.6034129507,73.8181679696
"snack galli Restaurant, Panaji",https://www.zomato.com/goa/snack-galli-panaji,400,"Fast Food, South Indian",3.7,20," Ground Floor, Caculo Enclave, Opposite PWD Office, Panaji, Goa",15.2728590514,73.9779186621
"barbeque cidade de goa Restaurant, Panaji",https://www.zomato.com/goa/barbeque-cidade-de-goa-panaji,"2,500",Seafood,3.7,53," Cidade de Goa, Vainguinim Beach, Panaji, Goa",15.4247952997,73.9001037553
"soul souffle Restaurant, Majorda",https://www.zomato.com/goa/soul-souffle-1-majorda,800,"Goan, North Indian, Continental, Chinese, Seafood",3.9,209," Off The Old Verna Highway, Near UDddear Water Fall, Ambulour Village, Verna, Majorda, Goa",15.5170288680,73.7685903534
"velchi Restaurant, Mapusa",https://www.zomato.com/goa/the-velchi-3-mapusa,900,"North Indian, Goan, Chinese",2.8,56," Opposite Dulher Church, Near Vision Hospital, Karaswada, Mapusa, Goa",15.6911289524,73.7018274888
"delicious pizza house  Restaurant, Margao",https://www.zomato.com/goa/delicious-pizza-house-margao,450,"Fast Food, Sandwich, Beverages",NEW,," Near Lake Curtorim, Salcete, Margao, Goa",15.3936840387,73.8530718908
"laila bar restaurant Restaurant, Vasco",https://www.zomato.com/goa/laila-bar-and-restaurant-vasco,800,"North Indian, Goan",-,," H 792, Zuarinagar, Sancoale, Mormugao Vasco, Goa",15.5430348000,73.7651809000
"chishtiya kabab pav center Restaurant, Margao",https://www.zomato.com/goa/chishtiya-kabab-pav-center-margao,150,Street Food,NEW,," Shop 1, Santana Gomes Band, Navelim, Margao, Goa",15.4959929974,73.8241040334
"vijay laxmi sweets palace  Restaurant, Margao",https://www.zomato.com/goa/vijay-laxmi-sweets-palace-margao,250,Mithai,NEW,," PowerHouse Junction, Aquem, Opposite Electricity Department, Margao, Goa",15.5593163911,73.7639397383
"valanka bar mangalore restaurant Restaurant, Bambolim",https://www.zomato.com/goa/valanka-bar-mangalore-restaurant-bambolim,500,"North Indian, Chinese, Goan",3.0,5," Agassaim Goa, NH 17, Bambolim, Goa",15.3860720559,73.8434886932
"hotel wilsha Restaurant, Old Goa",https://www.zomato.com/goa/hotel-wilsha-old-goa,500,"North Indian, Seafood, Goan",2.5,16," Carambolimm, Old Goa, Goa",15.2259599535,73.9342888445
"mangos Restaurant, Arambol",https://www.zomato.com/goa/mangos-arambol,800,"Fast Food, Beverages",-,," Arambol Beach, Arambol, Goa",15.4856196561,73.9231298491
"marlin food court Restaurant, Baga",https://www.zomato.com/goa/marlin-food-court-baga,600,"Fast Food, Street Food, Chinese, North Indian",3.2,20," Tito's Lane, Baga Road, Baga, Goa",15.3474825764,73.9457120374
"21 coconut inn Restaurant, Arambol",https://www.zomato.com/goa/21-coconut-inn-arambol,"1,000","Goan, North Indian, Chinese, Continental",-,," Arambol Beach, Arambol, Goa",15.2596731647,73.9306226000
"palms restaurant Restaurant, Calangute",https://www.zomato.com/goa/palms-restaurant-calangute,400,Mughlai,NEW,," 4/269/C 3, Ward 4, Porbawaddo, Bardez, Calangute, Goa",15.5566207043,73.7550307810
"ss 4 family bar restaurant Restaurant, Panaji",https://www.zomato.com/goa/ss-4-family-bar-and-restaurant-panaji,600,"Mughlai, Seafood",-,," Janki Building, Dr. AB Road, Near EDC House, Panaji, Goa",15.4870264495,73.8182199374
"om Restaurant, Calangute",https://www.zomato.com/goa/om-calangute,400,"North Indian, Chinese, Street Food",2.8,7," 13, Opposite Football Ground, Calangute Beach, Calangute, Goa",15.2290930967,73.9445992559
"bollywood fusion Restaurant, Benaulim",https://www.zomato.com/goa/bollywood-fusion-benaulim,500,"Chinese, Goan",-,," Plot 22-23, Adsurlim, Near Dando Football Ground, Benaulim, Goa",15.4968940894,73.8259245828
"mullas biryani Restaurant, Vasco",https://www.zomato.com/goa/mullas-biryani-vasco,650,"BBQ, Biryani, Goan, Mughlai",-,," 0/1, Sunrise Colony, Behind NSD, Alto-Dabolim, Mormugao, Vasco, Goa",15.5426940418,73.7607794255
"pastry place Restaurant, Panaji",https://www.zomato.com/goa/pastry-place-panaji,200,"Desserts, Fast Food",-,," Dr A.B. Road, Minckshi Building , Panaji, Goa",15.4639036147,73.8561423495
"chicken shawarma burger bite Restaurant, Bambolim",https://www.zomato.com/goa/chicken-shawarma-burger-bite-bambolim,400,"Rolls, Fast Food",-,," Near Goa Medical College, Bambolim, Goa",15.2788877922,73.9149517938
"barbeque nation Restaurant, Panaji",https://www.zomato.com/goa/barbeque-nation-panaji,"1,500","North Indian, European, Mediterranean",4.4,752," 5th Floor, Caculo Mall, Saint Inez, Near Vintage Hospital, Panaji, Goa",15.5580764312,73.7559574842
"royal Restaurant, Penha de Franca",https://www.zomato.com/goa/royal-penha-de-franca,500,North Indian,3.0,7," Vijay Laxmi Apartment, Alto Porvorim, Penha de Franca, Goa",0.0000000000,0.0000000000
"prabhat restaurant Restaurant, Vasco",https://www.zomato.com/goa/prabhat-restaurant-vasco,600,"Mughlai, North Indian, Seafood",3.3,21," Vasco, Vaddem, New Vaddem, Vasco, Goa",15.4590771593,73.8115194440
"sai kripa restaurant Restaurant, Colva",https://www.zomato.com/goa/sai-kripa-restaurant-colva,500,"Gujarati, North Indian, Rajasthani",NEW,," 2/61, Aguada - Siolim Rpad, Naikawada, Saligao, Colva, Goa",15.5310257481,73.8247638568
"shrimps restaurant Restaurant, Baga",https://www.zomato.com/goa/shrimps-restaurant-baga,"2,000","Seafood, Continental",-,," Plot 28, Dr. Constancio Mascarenhas River View, Arpora, Bardez, Goa",15.6004960000,73.7868570000
"udupi liberty Restaurant, Panaji",https://www.zomato.com/goa/udupi-liberty-panaji,550,"South Indian, North Indian, Goan",3.1,10," Near Municipal Market , Panaji, Goa",15.4989689447,73.8231223449
"lakefield Restaurant, Baga",https://www.zomato.com/goa/the-lakefield-baga,800,"Continental, Chinese, Mughlai, North Indian",-,," Nazri Resort, Saunta Vaddo, Calangute - Baga Road, Baga, Goa",15.4657891202,73.8593425602
"beetroot cafe Restaurant, Assagao",https://www.zomato.com/goa/beetroot-cafe-assagao,800,"Cafe, Modern Indian, Healthy Food, Russian",-,," Bairo Alto Assagao, Goa",15.5272969361,73.8259450346
"dhanaura juntion Restaurant, Panaji",https://www.zomato.com/goa/dhanaura-juntion-panaji,300,North Indian,-,," Aquem, Near St. Sebastian Church, Near Bank Of India, Margao, Goa.",15.5286204249,73.8256439567
"juice co Restaurant, Penha de Franca",https://www.zomato.com/goa/juice-co-1-penha-de-franca,400,"Juices, Beverages, Fast Food",3.3,4," Bharadwaj House, Porvorim, Penha de Franca, Goa",15.6114612519,73.8276207447
"waves bar restaurant Restaurant, Calangute",https://www.zomato.com/goa/waves-bar-and-restaurant-calangute,900,"North Indian, Mughlai, Continental, Sushi, Italian, Goan",-,," 1/239A, Gauravaddo, Calangute, Goa",15.5331441923,73.7630294636
"anand sagar Restaurant, Mapusa",https://www.zomato.com/goa/anand-sagar-mapusa,400,"South Indian, North Indian, Chinese",3.3,21," Sadshill Building, Karaswada, Opposite Thivim IDC Main Gate, Mapusa, Goa",15.3963210791,73.8103593886
"kfc Restaurant, Penha de Franca",https://www.zomato.com/goa/kfc-2-penha-de-franca,450,"Fast Food, Burger",3.5,69," Level 3, Mall De Goa, Porvorim, Penha de Franca, Goa",15.4863886440,73.8178377226
"panky food Restaurant, Mapusa",https://www.zomato.com/goa/panky-food-mapusa,200,"Chinese, Goan, North Indian",3.4,26," Shop 10, Khorlim, Opposite SBI ATM, Mapusa, Goa",15.4975147389,73.8225825503
"watermark Restaurant, Panaji",https://www.zomato.com/goa/watermark-panaji,"1,000","North Indian, Goan, Modern Indian, Beverages",4.0,117," Opposite The Secretariat, Mandovi River, Panaji, Goa",15.5255951567,73.8273478299
"viva goa wine dine Restaurant, Porvorim",https://www.zomato.com/goa/viva-goa-wine-dine-1-porvorim,600,"Goan, Chinese, South Indian",-,," Shop 2, Ground Floor, Nav Gauri Appartment, Opposite ICICI Atm, NH-17, Porvorim, Goa",15.4877508442,73.8161087036
